ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(5.60035e+06)","Runtime Improvement""""(799453)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
302,8.70,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.41,2.95,8.77,20,"  256,    1,    1","   64,    1,    1"
303,7.40,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.22,1.26,9.78,18,"   98,    1,    1","  128,    1,    1"
304,18.33,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.50,2.48,17.60,35.80,96,"   64,    1,    1","  128,    1,    1"
305,8.72,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.66,0.49,10.05,29.98,20," 1024,    1,    1","   64,    1,    1"
306,8.19,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.06,0.41,2.42,42.62,22,"  392,    1,    1","  128,    1,    1"
307,7.41,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.19,0.31,3.73,31.03,18,"  392,    1,    1","  128,    1,    1"
308,22.67,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.92,13.43,21.97,148,"    8,    1,    5","  128,    1,    1"
309,7.21,splitKreduce_kernel,..splitKreduce_kernel..,4.83,0.35,8.96,30.32,44,"    7,   16,    1","   32,   16,    1"
310,8.23,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.39,2.79,8.99,20,"  256,    1,    1","   64,    1,    1"
311,8.74,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.26,1.24,10.77,18,"   98,    1,    1","  128,    1,    1"
312,13.76,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.81,0.52,3.47,8.77,33,"    7,    8,    1","  256,    1,    1"
313,6.09,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.14,0.62,44.35,44.64,33,"    1,    8,  256","  256,    1,    1"
314,18.48,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.42,4.51,21.33,45.83,122,"    8,    4,    2","  128,    1,    1"
315,6.25,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.29,2.91,7.48,20,"  256,    1,    1","   64,    1,    1"
316,9.36,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.28,1.28,9.73,18,"   98,    1,    1","  128,    1,    1"
317,18.80,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.38,2.51,17.54,36.11,96,"   64,    1,    1","  128,    1,    1"
318,7.12,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.82,0.41,10.23,27.39,20," 1024,    1,    1","   64,    1,    1"
319,7.95,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.02,0.40,2.44,42.22,22,"  392,    1,    1","  128,    1,    1"
320,8.13,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.10,0.33,4.02,30.96,18,"  392,    1,    1","  128,    1,    1"
321,22.75,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.34,3.95,13.48,21.97,148,"    8,    1,    5","  128,    1,    1"
322,6.28,splitKreduce_kernel,..splitKreduce_kernel..,4.80,0.30,9.02,27.49,44,"    7,   16,    1","   32,   16,    1"
323,7.93,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.36,3.03,7.37,20,"  256,    1,    1","   64,    1,    1"
324,8.98,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.26,1.30,9.90,18,"   98,    1,    1","  128,    1,    1"
325,14.12,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.81,0.54,3.52,7.44,33,"    7,    8,    1","  256,    1,    1"
326,6.43,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.11,0.65,47.39,48.33,33,"    1,    8,  256","  256,    1,    1"
327,17.75,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.61,4.37,21.24,45.46,122,"    8,    4,    2","  128,    1,    1"
328,9.11,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.42,2.97,8.24,20,"  256,    1,    1","   64,    1,    1"
329,6.76,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.20,1.21,10.55,18,"   98,    1,    1","  128,    1,    1"
330,18.61,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.44,2.50,17.51,35.90,96,"   64,    1,    1","  128,    1,    1"
331,8.40,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.79,0.49,9.97,27.22,20," 1024,    1,    1","   64,    1,    1"
332,5.69,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.09,0.29,2.46,43.62,22,"  392,    1,    1","  128,    1,    1"
333,8.21,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.16,0.34,3.84,30.52,18,"  392,    1,    1","  128,    1,    1"
334,22.58,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.41,3.93,13.40,21.88,148,"    8,    1,    5","  128,    1,    1"
335,8.09,splitKreduce_kernel,..splitKreduce_kernel..,4.96,0.40,8.90,29.32,44,"    7,   16,    1","   32,   16,    1"
336,9.03,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.42,2.93,9.25,20,"  256,    1,    1","   64,    1,    1"
337,7.12,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.21,1.26,10.16,18,"   98,    1,    1","  128,    1,    1"
338,14.53,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.74,0.54,3.46,7.50,33,"    7,    8,    1","  256,    1,    1"
339,7.40,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.24,0.76,47.29,46.40,33,"    1,    8,  256","  256,    1,    1"
340,18.53,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.61,4.56,21.41,45.47,122,"    8,    4,    2","  128,    1,    1"
341,7.57,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.35,2.98,8.63,20,"  256,    1,    1","   64,    1,    1"
342,9.08,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.27,1.29,10.72,18,"   98,    1,    1","  128,    1,    1"
343,18.79,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.41,2.52,17.65,36.02,96,"   64,    1,    1","  128,    1,    1"
344,7.22,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.70,0.41,10.22,29.14,20," 1024,    1,    1","   64,    1,    1"
345,6.57,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.15,0.34,2.42,42.44,22,"  392,    1,    1","  128,    1,    1"
346,7.66,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.03,0.31,3.58,30.60,18,"  392,    1,    1","  128,    1,    1"
347,22.59,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.90,13.50,22.03,148,"    8,    1,    5","  128,    1,    1"
348,8.58,splitKreduce_kernel,..splitKreduce_kernel..,4.77,0.41,9.52,28.05,44,"    7,   16,    1","   32,   16,    1"
349,7.17,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.33,3.02,8.66,20,"  256,    1,    1","   64,    1,    1"
350,9.27,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.28,1.30,10.46,18,"   98,    1,    1","  128,    1,    1"
351,14.41,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.54,3.48,7.45,33,"    7,    8,    1","  256,    1,    1"
352,7.08,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.18,0.72,47.78,47.19,33,"    1,    8,  256","  256,    1,    1"
353,18.20,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.61,4.48,21.43,45.51,122,"    8,    4,    2","  128,    1,    1"
354,12.06,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.56,2.92,7.85,20,"  256,    1,    1","   64,    1,    1"
355,6.47,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.19,1.26,9.68,18,"   98,    1,    1","  128,    1,    1"
356,18.38,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.54,2.49,17.66,35.75,96,"   64,    1,    1","  128,    1,    1"
357,6.01,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.54,0.33,9.11,30.26,20," 1024,    1,    1","   64,    1,    1"
358,5.61,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.02,0.28,2.39,40.34,22,"  392,    1,    1","  128,    1,    1"
359,8.68,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.13,0.36,3.76,31.19,18,"  392,    1,    1","  128,    1,    1"
360,22.56,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.41,3.93,13.36,21.84,148,"    8,    1,    5","  128,    1,    1"
361,6.81,splitKreduce_kernel,..splitKreduce_kernel..,4.86,0.33,9.39,30.28,44,"    7,   16,    1","   32,   16,    1"
362,8.68,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.40,2.85,8.96,20,"  256,    1,    1","   64,    1,    1"
363,6.40,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.10,0.20,1.22,9.61,18,"   98,    1,    1","  128,    1,    1"
364,14.06,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.97,0.56,3.41,7.09,33,"    7,    8,    1","  256,    1,    1"
365,6.40,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.24,0.66,47.50,46.56,33,"    1,    8,  256","  256,    1,    1"
366,17.99,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.48,4.40,21.46,45.69,122,"    8,    4,    2","  128,    1,    1"
367,6.46,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.30,3.00,8.07,20,"  256,    1,    1","   64,    1,    1"
368,9.02,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.27,1.29,9.61,18,"   98,    1,    1","  128,    1,    1"
369,18.35,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.31,2.44,17.55,36.26,96,"   64,    1,    1","  128,    1,    1"
370,5.68,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.57,0.32,10.21,29.85,20," 1024,    1,    1","   64,    1,    1"
371,5.81,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.06,0.29,2.15,42.12,22,"  392,    1,    1","  128,    1,    1"
372,6.99,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.26,0.30,3.72,33.62,18,"  392,    1,    1","  128,    1,    1"
373,22.68,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.25,3.91,13.48,22.05,148,"    8,    1,    5","  128,    1,    1"
374,7.15,splitKreduce_kernel,..splitKreduce_kernel..,4.93,0.35,8.91,27.06,44,"    7,   16,    1","   32,   16,    1"
375,8.01,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.37,2.86,9.17,20,"  256,    1,    1","   64,    1,    1"
376,8.66,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.14,0.27,1.30,9.27,18,"   98,    1,    1","  128,    1,    1"
377,13.17,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.50,3.35,7.68,33,"    7,    8,    1","  256,    1,    1"
378,6.23,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.14,0.63,48.04,47.24,33,"    1,    8,  256","  256,    1,    1"
379,18.29,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.42,4.47,21.49,45.87,122,"    8,    4,    2","  128,    1,    1"
380,7.95,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.80,0.38,2.91,7.77,20,"  256,    1,    1","   64,    1,    1"
381,6.49,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.20,1.22,9.42,18,"   98,    1,    1","  128,    1,    1"
382,18.73,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.31,2.49,17.58,36.25,96,"   64,    1,    1","  128,    1,    1"
383,6.36,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.44,0.35,10.06,30.51,20," 1024,    1,    1","   64,    1,    1"
384,7.11,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.06,0.36,2.41,41.94,22,"  392,    1,    1","  128,    1,    1"
385,7.25,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.10,0.30,3.78,32.25,18,"  392,    1,    1","  128,    1,    1"
386,22.66,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.18,3.89,13.50,22.14,148,"    8,    1,    5","  128,    1,    1"
387,7.12,splitKreduce_kernel,..splitKreduce_kernel..,4.83,0.34,8.95,29.56,44,"    7,   16,    1","   32,   16,    1"
388,11.26,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.53,2.87,8.47,20,"  256,    1,    1","   64,    1,    1"
389,6.61,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.20,1.28,10.33,18,"   98,    1,    1","  128,    1,    1"
390,13.49,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.50,3.37,7.68,33,"    7,    8,    1","  256,    1,    1"
391,7.17,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.24,0.73,47.81,47.46,33,"    1,    8,  256","  256,    1,    1"
392,18.32,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.38,4.47,21.48,45.86,122,"    8,    4,    2","  128,    1,    1"
393,8.31,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.39,2.99,7.43,20,"  256,    1,    1","   64,    1,    1"
394,8.73,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.27,1.30,9.52,18,"   98,    1,    1","  128,    1,    1"
395,18.63,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.41,2.50,17.48,36.07,96,"   64,    1,    1","  128,    1,    1"
396,6.76,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.38,0.36,10.22,26.78,20," 1024,    1,    1","   64,    1,    1"
397,6.69,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.28,0.35,2.45,41.23,22,"  392,    1,    1","  128,    1,    1"
398,6.64,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.10,0.27,3.61,30.51,18,"  392,    1,    1","  128,    1,    1"
399,22.60,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.91,13.43,22.00,148,"    8,    1,    5","  128,    1,    1"
400,6.65,splitKreduce_kernel,..splitKreduce_kernel..,4.83,0.32,9.46,30.09,44,"    7,   16,    1","   32,   16,    1"
401,6.46,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.29,2.97,8.04,20,"  256,    1,    1","   64,    1,    1"
402,8.69,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.26,1.29,10.67,18,"   98,    1,    1","  128,    1,    1"
403,14.28,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.53,3.51,7.72,33,"    7,    8,    1","  256,    1,    1"
404,6.61,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.05,0.66,47.83,47.65,33,"    1,    8,  256","  256,    1,    1"
405,18.21,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.83,4.52,21.41,45.03,122,"    8,    4,    2","  128,    1,    1"
406,10.75,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.50,2.83,7.97,20,"  256,    1,    1","   64,    1,    1"
407,6.97,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.10,0.22,1.26,9.35,18,"   98,    1,    1","  128,    1,    1"
408,18.63,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.34,2.49,17.60,36.17,96,"   64,    1,    1","  128,    1,    1"
409,10.38,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.60,0.58,10.10,28.62,20," 1024,    1,    1","   64,    1,    1"
410,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.86,0.00,2.22,45.10,22,"  392,    1,    1","  128,    1,    1"
411,6.23,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.16,0.26,3.59,30.65,18,"  392,    1,    1","  128,    1,    1"
412,22.48,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.89,13.38,21.99,148,"    8,    1,    5","  128,    1,    1"
413,7.25,splitKreduce_kernel,..splitKreduce_kernel..,5.02,0.36,9.41,28.86,44,"    7,   16,    1","   32,   16,    1"
414,9.31,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.43,2.79,9.04,20,"  256,    1,    1","   64,    1,    1"
415,6.39,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.14,0.20,1.23,9.28,18,"   98,    1,    1","  128,    1,    1"
416,13.98,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.84,0.54,3.45,7.41,33,"    7,    8,    1","  256,    1,    1"
417,6.18,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.18,0.63,44.53,43.78,33,"    1,    8,  256","  256,    1,    1"
418,18.27,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.77,4.52,21.45,45.17,122,"    8,    4,    2","  128,    1,    1"
419,6.19,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.29,2.99,7.96,20,"  256,    1,    1","   64,    1,    1"
420,8.76,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.07,0.27,1.28,9.50,18,"   98,    1,    1","  128,    1,    1"
421,18.46,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.34,2.46,17.47,36.29,96,"   64,    1,    1","  128,    1,    1"
422,6.20,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.50,0.34,9.42,28.65,20," 1024,    1,    1","   64,    1,    1"
423,7.42,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.09,0.38,2.43,39.82,22,"  392,    1,    1","  128,    1,    1"
424,9.18,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.03,0.37,3.85,32.23,18,"  392,    1,    1","  128,    1,    1"
425,22.64,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.34,3.93,13.38,21.94,148,"    8,    1,    5","  128,    1,    1"
426,6.58,splitKreduce_kernel,..splitKreduce_kernel..,4.77,0.31,9.16,28.73,44,"    7,   16,    1","   32,   16,    1"
427,6.68,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.31,3.04,7.70,20,"  256,    1,    1","   64,    1,    1"
428,9.43,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.28,1.24,9.80,18,"   98,    1,    1","  128,    1,    1"
429,14.07,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.52,3.55,7.63,33,"    7,    8,    1","  256,    1,    1"
430,5.69,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.14,0.58,44.74,47.53,33,"    1,    8,  256","  256,    1,    1"
431,18.29,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.38,4.46,21.36,45.88,122,"    8,    4,    2","  128,    1,    1"
432,8.35,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.39,2.89,8.01,20,"  256,    1,    1","   64,    1,    1"
433,6.87,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.20,1.26,9.47,18,"   98,    1,    1","  128,    1,    1"
434,18.24,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.34,2.43,17.46,36.16,96,"   64,    1,    1","  128,    1,    1"
435,8.33,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.79,0.48,8.81,27.56,20," 1024,    1,    1","   64,    1,    1"
436,5.38,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.93,0.27,2.16,44.95,22,"  392,    1,    1","  128,    1,    1"
437,5.80,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.10,0.24,3.43,30.99,18,"  392,    1,    1","  128,    1,    1"
438,22.58,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.44,3.94,13.35,21.81,148,"    8,    1,    5","  128,    1,    1"
439,9.25,splitKreduce_kernel,..splitKreduce_kernel..,4.86,0.45,9.26,28.28,44,"    7,   16,    1","   32,   16,    1"
440,8.77,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.77,0.42,2.87,8.30,20,"  256,    1,    1","   64,    1,    1"
441,6.38,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.07,0.20,1.22,9.56,18,"   98,    1,    1","  128,    1,    1"
442,14.01,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.52,3.47,7.65,33,"    7,    8,    1","  256,    1,    1"
443,7.34,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.11,0.74,47.13,43.38,33,"    1,    8,  256","  256,    1,    1"
444,18.17,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.38,4.43,21.51,45.85,122,"    8,    4,    2","  128,    1,    1"
445,7.91,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.37,3.01,9.25,20,"  256,    1,    1","   64,    1,    1"
446,9.94,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.29,1.27,11.01,18,"   98,    1,    1","  128,    1,    1"
447,18.74,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.41,2.51,17.58,35.98,96,"   64,    1,    1","  128,    1,    1"
448,6.27,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.54,0.35,10.20,28.46,20," 1024,    1,    1","   64,    1,    1"
449,8.82,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.93,0.43,2.33,42.71,22,"  392,    1,    1","  128,    1,    1"
450,8.09,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.97,0.32,3.82,32.23,18,"  392,    1,    1","  128,    1,    1"
451,22.66,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.34,3.93,13.42,21.92,148,"    8,    1,    5","  128,    1,    1"
452,6.39,splitKreduce_kernel,..splitKreduce_kernel..,4.90,0.31,9.61,29.44,44,"    7,   16,    1","   32,   16,    1"
453,6.79,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.31,3.03,7.82,20,"  256,    1,    1","   64,    1,    1"
