ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(2.068e+06)","Runtime Improvement""""(293419)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
153,5.61,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.57,0.31,9.04,30.10,20," 1024,    1,    1","   64,    1,    1"
154,7.42,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.02,0.37,2.43,44.26,22,"  392,    1,    1","  128,    1,    1"
155,6.91,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.06,0.28,3.60,31.58,18,"  392,    1,    1","  128,    1,    1"
156,22.70,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.34,3.94,13.49,21.92,148,"    8,    1,    5","  128,    1,    1"
157,8.41,splitKreduce_kernel,..splitKreduce_kernel..,4.77,0.40,9.62,29.87,44,"    7,   16,    1","   32,   16,    1"
158,8.61,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.39,2.97,7.42,20,"  256,    1,    1","   64,    1,    1"
159,5.42,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.16,1.25,9.20,18,"   98,    1,    1","  128,    1,    1"
160,14.76,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.56,3.49,7.44,33,"    7,    8,    1","  256,    1,    1"
161,6.28,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.18,0.64,47.35,47.30,33,"    1,    8,  256","  256,    1,    1"
162,18.05,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.54,4.43,21.40,45.63,122,"    8,    4,    2","  128,    1,    1"
163,7.82,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.36,2.93,7.07,20,"  256,    1,    1","   64,    1,    1"
164,9.37,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.28,1.28,8.76,18,"   98,    1,    1","  128,    1,    1"
165,19.50,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.28,2.59,17.67,36.40,96,"   64,    1,    1","  128,    1,    1"
166,6.30,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.60,0.35,9.30,28.91,20," 1024,    1,    1","   64,    1,    1"
167,7.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.96,0.35,2.24,41.43,22,"  392,    1,    1","  128,    1,    1"
168,8.25,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.06,0.34,3.78,30.80,18,"  392,    1,    1","  128,    1,    1"
169,17.20,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,19.68,3.39,24.33,38.20,136,"   16,    1,    4","  128,    1,    1"
170,8.36,splitKreduce_kernel,..splitKreduce_kernel..,5.54,0.46,14.84,38.92,44,"    7,   32,    1","   32,   16,    1"
171,7.31,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.83,0.35,5.54,16.92,20,"  512,    1,    1","   64,    1,    1"
172,8.08,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.46,0.28,2.17,16.02,18,"  196,    1,    1","  128,    1,    1"
173,10.63,nchwToNhwcKernel,..nchw2nhwc_params_t..,4.16,0.44,6.50,11.92,33,"    7,   16,    1","  256,    1,    1"
174,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.47,0.00,60.39,68.20,33,"    1,   16,  512","  256,    1,    1"
175,23.74,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.42,7.70,18.13,42.63,122,"   16,    1,    3","  128,    1,    1"
176,7.39,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.78,0.28,4.36,4.84,20,"  512,    1,    1","   64,    1,    1"
177,10.85,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.85,0.31,0.66,6.14,18,"   49,    1,    1","  128,    1,    1"
178,22.22,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,23.39,5.20,13.23,29.84,90,"   32,    1,    1","  128,    1,    1"
179,7.86,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.22,0.41,10.55,13.98,20," 2048,    1,    1","   64,    1,    1"
180,5.57,kern_precompute_indices,..kern_precompute_indices..,3.23,0.18,3.66,1.44,16," 1024,    1,    1","    1,    1,    1"
181,17.62,precomputed_convolve_sgemm,..precomputed_convolve_sgemm..,73.54,12.96,30.81,36.32,64,"    2,   64,    1","    8,    8,    1"
182,9.62,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.22,0.50,10.88,15.06,20," 2048,    1,    1","   64,    1,    1"
183,7.47,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.81,0.28,1.52,26.69,22,"  196,    1,    1","  128,    1,    1"
184,6.29,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.26,0.21,2.30,15.94,18,"  196,    1,    1","  128,    1,    1"
185,22.71,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align1..,17.34,3.94,15.19,41.68,152,"    4,    1,   11","  128,    1,    1"
186,13.05,splitKreduce_kernel,..splitKreduce_kernel..,4.99,0.65,6.64,30.05,44,"    2,   32,    1","   32,   16,    1"
187,0.00,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.78,0.00,4.37,5.29,20,"  512,    1,    1","   64,    1,    1"
188,11.10,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.85,0.32,0.66,5.19,18,"   49,    1,    1","  128,    1,    1"
189,11.78,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.84,0.45,1.82,4.51,33,"    2,   16,    1","  256,    1,    1"
190,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.41,0.00,60.18,68.92,33,"    1,   16,  512","  256,    1,    1"
191,23.47,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.35,7.59,18.05,41.35,122,"   16,    1,    3","  128,    1,    1"
192,6.98,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.74,0.26,4.44,5.09,20,"  512,    1,    1","   64,    1,    1"
193,11.34,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.78,0.32,0.69,5.45,18,"   49,    1,    1","  128,    1,    1"
194,22.16,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,22.82,5.06,13.51,30.06,90,"   32,    1,    1","  128,    1,    1"
195,6.58,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.25,0.35,10.92,14.89,20," 2048,    1,    1","   64,    1,    1"
196,9.06,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.81,0.35,1.56,27.55,22,"  196,    1,    1","  128,    1,    1"
197,8.83,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.33,0.29,2.34,17.67,18,"  196,    1,    1","  128,    1,    1"
198,22.77,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align1..,17.34,3.95,15.17,41.65,152,"    4,    1,   11","  128,    1,    1"
199,13.44,splitKreduce_kernel,..splitKreduce_kernel..,5.06,0.68,6.75,29.85,44,"    2,   32,    1","   32,   16,    1"
200,0.00,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.78,0.00,4.37,4.85,20,"  512,    1,    1","   64,    1,    1"
201,12.00,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.78,0.33,0.68,4.87,18,"   49,    1,    1","  128,    1,    1"
202,12.25,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.45,1.87,4.59,33,"    2,   16,    1","  256,    1,    1"
203,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.28,0.00,60.77,68.81,33,"    1,   16,  512","  256,    1,    1"
204,23.67,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.32,7.65,18.20,41.23,122,"   16,    1,    3","  128,    1,    1"
205,8.18,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.78,0.31,4.20,5.49,20,"  512,    1,    1","   64,    1,    1"
206,10.93,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.82,0.31,0.66,4.79,18,"   49,    1,    1","  128,    1,    1"
207,22.16,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,22.85,5.06,13.44,31.30,90,"   32,    1,    1","  128,    1,    1"
208,6.74,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.31,0.36,10.77,13.63,20," 2048,    1,    1","   64,    1,    1"
209,8.99,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.78,0.34,1.50,27.48,22,"  196,    1,    1","  128,    1,    1"
210,5.69,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.81,0.22,2.29,12.02,18,"  196,    1,    1","  128,    1,    1"
211,5.14,reduce_kernel,..reduce_kernel..ReduceOp..,5.63,0.29,15.74,9.57,32,"  128,    1,    1","   32,   16,    1"
212,10.51,kernel,..cublasGemvTensorStridedBatched..,19.81,2.08,19.73,49.27,159,"  250,    1,    3","   32,    4,    1"
213,12.20,splitKreduce_kernel,..splitKreduce_kernel..,3.36,0.41,5.68,4.75,44,"    1,   63,    1","   32,   16,    1"
214,8.78,globalKernel,..cublasLtEpilogue_t..,3.17,0.28,3.24,1.80,26,"  125,    1,    1","    8,   32,    1"
