ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(3.71203e+06)","Runtime Improvement""""(438524)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
66,14.41,nhwcToNchwKernel,..nhwc2nchw_params_t..,6.53,0.94,18.75,49.61,40,"   25,   16,    1","  256,    1,    1"
67,5.29,elementwise_kernel,..gpu_kernel_impl_nocast..,6.78,0.36,21.67,44.73,16," 1568,    1,    1","  128,    1,    1"
68,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,6.08,0.00,4.52,50.24,18,"  784,    1,    1","  128,    1,    1"
69,9.12,max_pool_forward_nchw,..max_pool_forward_nchw..,7.01,0.64,34.37,36.99,26,"  392,    1,    1","  256,    1,    1"
70,9.75,nchwToNhwcKernel,..nchw2nhwc_params_t..,4.10,0.40,6.63,13.53,33,"    7,   16,    1","  256,    1,    1"
71,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.34,0.00,60.77,68.81,33,"    1,   16,  512","  256,    1,    1"
72,19.84,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_cudnn_infer,69.22,13.73,30.00,33.57,198,"    8,    2,    4","  128,    1,    1"
73,8.97,nhwcToNchwKernel,..nhwc2nchw_params_t..,3.90,0.35,6.95,19.74,40,"    7,   16,    1","  256,    1,    1"
74,7.12,elementwise_kernel,..gpu_kernel_impl_nocast..,4.03,0.29,8.71,12.39,16,"  392,    1,    1","  128,    1,    1"
75,8.42,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.23,0.27,2.32,15.91,18,"  196,    1,    1","  128,    1,    1"
76,9.85,nchwToNhwcKernel,..nchw2nhwc_params_t..,4.10,0.40,6.47,13.32,33,"    7,   16,    1","  256,    1,    1"
77,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.38,0.00,60.70,68.87,33,"    1,   16,  512","  256,    1,    1"
78,19.88,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_cudnn_infer,68.93,13.70,30.04,33.70,198,"    8,    2,    4","  128,    1,    1"
79,8.56,nhwcToNchwKernel,..nhwc2nchw_params_t..,3.97,0.34,7.04,19.58,40,"    7,   16,    1","  256,    1,    1"
80,5.87,elementwise_kernel,..gpu_kernel_impl_nocast..,4.06,0.24,8.81,13.35,16,"  392,    1,    1","  128,    1,    1"
81,6.33,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.23,0.20,2.33,15.75,18,"  196,    1,    1","  128,    1,    1"
82,9.24,nchwToNhwcKernel,..nchw2nhwc_params_t..,4.19,0.39,6.47,11.93,33,"    7,   16,    1","  256,    1,    1"
83,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.34,0.00,59.56,69.00,33,"    1,   16,  512","  256,    1,    1"
84,19.85,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_cudnn_infer,69.28,13.75,29.96,33.57,198,"    8,    2,    4","  128,    1,    1"
85,8.91,nhwcToNchwKernel,..nhwc2nchw_params_t..,3.97,0.35,6.92,19.43,40,"    7,   16,    1","  256,    1,    1"
86,6.34,elementwise_kernel,..gpu_kernel_impl_nocast..,4.06,0.26,8.79,12.35,16,"  392,    1,    1","  128,    1,    1"
87,5.83,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.36,0.20,2.25,15.58,18,"  196,    1,    1","  128,    1,    1"
88,10.84,nchwToNhwcKernel,..nchw2nhwc_params_t..,4.22,0.46,6.32,12.64,33,"    7,   16,    1","  256,    1,    1"
89,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.47,0.00,59.18,68.53,33,"    1,   16,  512","  256,    1,    1"
90,19.97,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel_cudnn_infer,69.38,13.86,30.03,33.50,198,"    8,    2,    4","  128,    1,    1"
91,8.92,nhwcToNchwKernel,..nhwc2nchw_params_t..,3.90,0.35,6.96,19.86,40,"    7,   16,    1","  256,    1,    1"
92,6.12,elementwise_kernel,..gpu_kernel_impl_nocast..,4.10,0.25,8.61,11.64,16,"  392,    1,    1","  128,    1,    1"
93,6.32,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.20,0.20,2.27,16.47,18,"  196,    1,    1","  128,    1,    1"
94,6.33,max_pool_forward_nchw,..max_pool_forward_nchw..,4.58,0.29,11.58,10.93,26,"   98,    1,    1","  256,    1,    1"
95,10.63,adaptive_average_pool,..adaptive_average_pool..,7.04,0.75,39.83,3.79,40,"  512,    1,    1","   32,    8,    1"
96,0.00,kernel,..enable_if..internal..,478.14,0.00,24.45,94.89,159," 1024,    1,    1","   32,    4,    1"
97,5.17,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,2.78,0.14,0.11,1.91,18,"    8,    1,    1","  128,    1,    1"
98,0.00,gemv2T_kernel_val,..gemv2T_kernel_val..,84.51,0.00,26.27,90.21,58,"  512,    1,    1","  128,    1,    1"
99,5.98,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,2.72,0.16,0.11,1.93,18,"    8,    1,    1","  128,    1,    1"
100,8.17,kernel,..enable_if..internal..,26.40,2.16,20.64,74.62,159,"  250,    1,    1","   32,    4,    1"
