ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(3.82317e+06)","Runtime Improvement""""(541169)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
12,22.70,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,12.22,2.78,14.35,53.06,20,"  256,    1,    1","  512,    1,    1"
13,22.02,Kernel2,..cutlass_80_tensorop_s1688gemm_256x64_16x4_nn_align4..,14.75,3.25,13.03,24.57,218,"   32,    2,    1","  128,    1,    1"
14,18.30,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,12.45,2.28,14.18,52.10,20,"  256,    1,    1","  512,    1,    1"
15,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,13.09,0.00,4.52,75.67,22," 1568,    1,    1","  128,    1,    1"
16,12.72,vectorized_elementwise_kernel,..launch_clamp_scalar..,8.54,1.09,8.09,72.90,18," 1568,    1,    1","  128,    1,    1"
17,21.94,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,12.61,2.77,14.40,36.59,96,"    8,    7,    1","  128,    1,    1"
18,15.39,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,6.05,0.93,6.40,20.55,20,"   64,    1,    1","  512,    1,    1"
19,6.77,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.03,0.27,3.95,31.97,18,"  392,    1,    1","  128,    1,    1"
20,12.22,generateWinogradTilesKernel,..generateWinogradTilesKernel..,3.46,0.42,3.02,7.83,40,"    2,   16,    1","   32,    4,    1"
21,20.21,cudnn_infer_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148n_nt_v1,cudnn_infer_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148n_nt_v1,20.06,4.06,32.91,33.50,130,"    2,    7,    4","  256,    1,    1"
22,14.58,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,6.34,0.92,5.82,22.40,20,"   64,    1,    1","  512,    1,    1"
23,7.67,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.06,0.31,3.53,31.65,18,"  392,    1,    1","  128,    1,    1"
24,21.77,Kernel2,..cutlass_80_tensorop_s1688gemm_256x64_16x4_nn_align4..,14.75,3.21,12.89,24.57,218,"   32,    2,    1","  128,    1,    1"
25,19.31,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,12.61,2.43,14.43,54.01,20,"  256,    1,    1","  512,    1,    1"
26,5.05,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,12.93,0.65,4.44,76.23,22," 1568,    1,    1","  128,    1,    1"
27,5.48,vectorized_elementwise_kernel,..launch_clamp_scalar..,8.96,0.49,8.10,74.09,18," 1568,    1,    1","  128,    1,    1"
28,21.47,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,12.77,2.74,14.29,36.67,96,"    8,    7,    1","  128,    1,    1"
29,17.33,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,6.27,1.09,6.29,22.35,20,"   64,    1,    1","  512,    1,    1"
30,12.14,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.10,0.50,3.92,31.04,18,"  392,    1,    1","  128,    1,    1"
31,13.84,generateWinogradTilesKernel,..generateWinogradTilesKernel..,3.42,0.47,3.16,7.92,40,"    2,   16,    1","   32,    4,    1"
32,20.38,cudnn_infer_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148n_nt_v1,cudnn_infer_ampere_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148n_nt_v1,19.81,4.04,33.07,33.65,130,"    2,    7,    4","  256,    1,    1"
33,15.61,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,6.18,0.96,6.27,20.47,20,"   64,    1,    1","  512,    1,    1"
34,9.95,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.16,0.41,4.02,30.44,18,"  392,    1,    1","  128,    1,    1"
35,21.90,Kernel2,..cutlass_80_tensorop_s1688gemm_256x64_16x4_nn_align4..,14.88,3.26,12.80,24.34,218,"   32,    2,    1","  128,    1,    1"
36,19.48,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,12.22,2.38,14.39,53.10,20,"  256,    1,    1","  512,    1,    1"
37,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,13.34,0.00,3.37,77.01,22," 1568,    1,    1","  128,    1,    1"
38,5.05,vectorized_elementwise_kernel,..launch_clamp_scalar..,8.61,0.43,5.94,76.14,18," 1568,    1,    1","  128,    1,    1"
39,22.40,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,18.69,4.19,19.41,31.95,136,"   16,    4,    1","  128,    1,    1"
40,11.88,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,7.74,0.92,11.76,40.71,20,"  128,    1,    1","  512,    1,    1"
41,6.67,vectorized_elementwise_kernel,..launch_clamp_scalar..,5.82,0.39,6.21,51.29,18,"  784,    1,    1","  128,    1,    1"
42,7.28,nchwToNhwcKernel,..nchw2nhwc_params_t..,6.34,0.46,18.23,47.37,33,"   98,    4,    1","  256,    1,    1"
43,13.94,nchwToNhwcKernel,..nchw2nhwc_params_t..,5.12,0.71,24.12,17.96,33,"    1,    4,  128","  256,    1,    1"
44,22.10,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,23.55,5.21,18.08,45.21,122,"    4,   13,    1","  128,    1,    1"
45,8.29,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.96,0.41,5.12,13.54,20,"  128,    1,    1","  256,    1,    1"
46,9.44,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.39,0.32,2.29,16.18,18,"  196,    1,    1","  128,    1,    1"
47,20.35,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,13.06,2.66,16.18,25.32,136,"   64,    1,    1","  128,    1,    1"
48,16.79,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,8,1.34,13.70,41.19,20,"  512,    1,    1","  256,    1,    1"
49,9.73,implicit_convolve_sgemm,..implicit_convolve_sgemm..,34.34,3.34,47.71,60.21,80,"   25,   16,    1","    8,    8,    1"
50,16.52,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,8.29,1.37,13.70,39.36,20,"  512,    1,    1","  256,    1,    1"
51,7.86,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,7.84,0.62,3.51,61.12,22,"  784,    1,    1","  128,    1,    1"
52,13.25,vectorized_elementwise_kernel,..launch_clamp_scalar..,5.54,0.73,5.98,49.34,18,"  784,    1,    1","  128,    1,    1"
53,19.76,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,18.53,3.66,10.16,18.56,96,"   16,    2,    1","  128,    1,    1"
54,8.98,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.93,0.44,5.42,15.13,20,"  128,    1,    1","  256,    1,    1"
55,8.16,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.33,0.27,2.29,15.57,18,"  196,    1,    1","  128,    1,    1"
56,8.49,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.81,0.32,6.32,14.53,33,"   25,    4,    1","  256,    1,    1"
57,13.85,nchwToNhwcKernel,..nchw2nhwc_params_t..,5.18,0.72,23.29,19.34,33,"    1,    4,  128","  256,    1,    1"
58,21.84,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,22.40,4.89,19.21,46.83,122,"    4,   13,    1","  128,    1,    1"
59,9.01,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.83,0.44,5.36,14.36,20,"  128,    1,    1","  256,    1,    1"
60,10.22,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.39,0.35,2.23,15.30,18,"  196,    1,    1","  128,    1,    1"
61,20.27,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,12.77,2.59,16.11,25.82,136,"   64,    1,    1","  128,    1,    1"
62,16.23,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,8.38,1.36,13.70,38.62,20,"  512,    1,    1","  256,    1,    1"
63,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,7.81,0.00,3.54,62.08,22,"  784,    1,    1","  128,    1,    1"
64,7.03,vectorized_elementwise_kernel,..launch_clamp_scalar..,5.98,0.42,4.88,49.16,18,"  784,    1,    1","  128,    1,    1"
65,19.60,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,18.34,3.59,10.09,18.76,96,"   16,    2,    1","  128,    1,    1"
66,9.42,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.86,0.46,5.41,13.89,20,"  128,    1,    1","  256,    1,    1"
67,8.11,vectorized_elementwise_kernel,..launch_clamp_scalar..,11.20,0.91,2.27,4.45,18,"  196,    1,    1","  128,    1,    1"
68,8.59,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.90,0.34,6.21,12.78,33,"   25,    4,    1","  256,    1,    1"
69,13.86,nchwToNhwcKernel,..nchw2nhwc_params_t..,5.18,0.72,23.31,15.88,33,"    1,    4,  128","  256,    1,    1"
70,21.76,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,22.24,4.84,18.97,47.21,122,"    4,   13,    1","  128,    1,    1"
71,11.27,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.12,0.58,5.44,15.29,20,"  128,    1,    1","  256,    1,    1"
72,10.77,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.39,0.37,2.29,14.34,18,"  196,    1,    1","  128,    1,    1"
73,20.45,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,12.86,2.63,16.19,25.59,136,"   64,    1,    1","  128,    1,    1"
74,16.60,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,8,1.33,13.85,41.05,20,"  512,    1,    1","  256,    1,    1"
75,5.69,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,8,0.46,3.53,61.61,22,"  784,    1,    1","  128,    1,    1"
76,6.47,vectorized_elementwise_kernel,..launch_clamp_scalar..,5.79,0.37,6.11,49.97,18,"  784,    1,    1","  128,    1,    1"
77,19.65,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,18.78,3.69,10.13,18.33,96,"   16,    2,    1","  128,    1,    1"
78,8.98,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.86,0.44,5.18,14.59,20,"  128,    1,    1","  256,    1,    1"
79,9.28,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.46,0.32,2.26,14.90,18,"  196,    1,    1","  128,    1,    1"
80,9.66,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.84,0.37,6.41,13.86,33,"   25,    4,    1","  256,    1,    1"
81,12.77,nchwToNhwcKernel,..nchw2nhwc_params_t..,5.25,0.67,23.91,18.59,33,"    1,    4,  128","  256,    1,    1"
82,22.01,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,22.30,4.91,19.14,47.02,122,"    4,   13,    1","  128,    1,    1"
83,9.10,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.96,0.45,5.41,14.69,20,"  128,    1,    1","  256,    1,    1"
84,8.35,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.26,0.27,2.20,15.95,18,"  196,    1,    1","  128,    1,    1"
85,20.46,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,12.86,2.63,16.14,26.68,136,"   64,    1,    1","  128,    1,    1"
86,14.01,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,8,1.12,11.99,39.05,20,"  512,    1,    1","  256,    1,    1"
87,5.39,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,7.94,0.43,3.48,61.40,22,"  784,    1,    1","  128,    1,    1"
88,6.32,vectorized_elementwise_kernel,..launch_clamp_scalar..,6.02,0.38,6.03,49.09,18,"  784,    1,    1","  128,    1,    1"
89,21.70,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,19.26,4.18,19.62,35.21,96,"   32,    2,    1","  128,    1,    1"
90,8.59,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.73,0.49,9.98,27.13,20,"  256,    1,    1","  256,    1,    1"
91,7.83,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.13,0.32,4.00,32.84,18,"  392,    1,    1","  128,    1,    1"
92,11.54,nchwToNhwcKernel,..nchw2nhwc_params_t..,4.74,0.55,10.31,28.23,33,"   25,    8,    1","  256,    1,    1"
93,7.98,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.02,0.80,48.05,44.50,33,"    1,    8,  256","  256,    1,    1"
94,18.63,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,25.02,4.66,20.77,45.97,122,"    8,    4,    2","  128,    1,    1"
95,6.79,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.74,0.32,3.06,7.70,20,"  256,    1,    1","   64,    1,    1"
96,7.22,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.22,1.33,8.35,18,"   98,    1,    1","  128,    1,    1"
97,18.35,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.25,2.43,17.75,36.41,96,"   64,    1,    1","  128,    1,    1"
98,7.29,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.60,0.41,10.39,27.12,20," 1024,    1,    1","   64,    1,    1"
99,0.00,kern_precompute_indices,..kern_precompute_indices..,2.75,0.00,2.29,1.41,16,"  512,    1,    1","    1,    1,    1"
100,5.60,precomputed_convolve_sgemm,..precomputed_convolve_sgemm..,40.83,2.29,47.41,56.23,64,"    7,   32,    1","    8,    8,    1"
101,7.13,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.44,0.39,10.30,29.75,20," 1024,    1,    1","   64,    1,    1"
102,5.79,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.09,0.29,2.19,42.46,22,"  392,    1,    1","  128,    1,    1"
103,11.52,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.19,0.48,3.97,32.47,18,"  392,    1,    1","  128,    1,    1"
104,22.63,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.92,13.45,22.01,148,"    8,    1,    5","  128,    1,    1"
105,7.29,splitKreduce_kernel,..splitKreduce_kernel..,4.70,0.34,9.05,29.11,44,"    7,   16,    1","   32,   16,    1"
106,7.90,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.37,3.00,7.01,20,"  256,    1,    1","   64,    1,    1"
107,6.49,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.20,0.21,1.19,8.88,18,"   98,    1,    1","  128,    1,    1"
108,13.75,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.52,3.50,7.44,33,"    7,    8,    1","  256,    1,    1"
109,7.01,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.24,0.72,45.18,44.28,33,"    1,    8,  256","  256,    1,    1"
110,18.20,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.64,4.48,21.33,45.43,122,"    8,    4,    2","  128,    1,    1"
111,6.26,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.28,2.98,8.75,20,"  256,    1,    1","   64,    1,    1"
112,8.56,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.14,0.27,1.26,8.40,18,"   98,    1,    1","  128,    1,    1"
113,17.85,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,12.99,2.32,17.84,37.11,96,"   64,    1,    1","  128,    1,    1"
114,9.96,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.57,0.55,10.29,28.97,20," 1024,    1,    1","   64,    1,    1"
115,11.34,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.96,0.56,2.50,44.12,22,"  392,    1,    1","  128,    1,    1"
116,8.20,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.84,0.31,4.08,32.17,18,"  392,    1,    1","  128,    1,    1"
117,22.55,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.06,3.85,13.55,22.31,148,"    8,    1,    5","  128,    1,    1"
118,8.98,splitKreduce_kernel,..splitKreduce_kernel..,4.77,0.43,9.52,29.29,44,"    7,   16,    1","   32,   16,    1"
119,7.37,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.34,3.05,8.28,20,"  256,    1,    1","   64,    1,    1"
120,8.82,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.26,1.32,8.53,18,"   98,    1,    1","  128,    1,    1"
121,14.40,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.53,3.59,7.68,33,"    7,    8,    1","  256,    1,    1"
122,8.04,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.02,0.81,47.95,44.76,33,"    1,    8,  256","  256,    1,    1"
123,18.14,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.61,4.46,21.31,45.48,122,"    8,    4,    2","  128,    1,    1"
124,7.38,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.34,3.02,7.10,20,"  256,    1,    1","   64,    1,    1"
125,6.02,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.18,1.27,9.29,18,"   98,    1,    1","  128,    1,    1"
126,17.85,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,12.93,2.31,18.08,37.42,96,"   64,    1,    1","  128,    1,    1"
127,5.72,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.54,0.32,9.49,28.48,20," 1024,    1,    1","   64,    1,    1"
128,7.66,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.99,0.38,2.48,44.34,22,"  392,    1,    1","  128,    1,    1"
129,6.60,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.84,0.25,4.05,30.11,18,"  392,    1,    1","  128,    1,    1"
130,22.68,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.22,3.90,13.46,22.11,148,"    8,    1,    5","  128,    1,    1"
131,7.29,splitKreduce_kernel,..splitKreduce_kernel..,4.83,0.35,9.74,27.86,44,"    7,   16,    1","   32,   16,    1"
132,6.43,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.30,2.98,7.66,20,"  256,    1,    1","   64,    1,    1"
133,6.50,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.19,1.30,8.18,18,"   98,    1,    1","  128,    1,    1"
134,14.45,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.65,0.53,3.53,7.75,33,"    7,    8,    1","  256,    1,    1"
135,6.96,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.11,0.70,47.83,48.42,33,"    1,    8,  256","  256,    1,    1"
136,18.22,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.51,4.47,21.45,45.66,122,"    8,    4,    2","  128,    1,    1"
137,7.43,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.34,2.94,7.18,20,"  256,    1,    1","   64,    1,    1"
138,8.82,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.26,1.31,9.19,18,"   98,    1,    1","  128,    1,    1"
139,18.97,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.25,2.51,17.97,36.42,96,"   64,    1,    1","  128,    1,    1"
140,7.30,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.38,0.39,10.46,30.14,20," 1024,    1,    1","   64,    1,    1"
141,6.50,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.02,0.33,2.54,43.81,22,"  392,    1,    1","  128,    1,    1"
142,7.60,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.94,0.30,4.04,28.91,18,"  392,    1,    1","  128,    1,    1"
143,22.37,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.22,3.85,13.33,22.10,148,"    8,    1,    5","  128,    1,    1"
144,8.06,splitKreduce_kernel,..splitKreduce_kernel..,4.67,0.38,8.88,29.79,44,"    7,   16,    1","   32,   16,    1"
145,8.38,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.48,0.38,2.98,7.44,20,"  256,    1,    1","   64,    1,    1"
146,8.69,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.25,1.25,8.96,18,"   98,    1,    1","  128,    1,    1"
147,14.23,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.65,0.52,3.56,7.77,33,"    7,    8,    1","  256,    1,    1"
148,6.11,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.05,0.61,47.74,44.61,33,"    1,    8,  256","  256,    1,    1"
149,18.15,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.61,4.47,21.46,45.52,122,"    8,    4,    2","  128,    1,    1"
150,7.22,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.33,2.92,7.24,20,"  256,    1,    1","   64,    1,    1"
151,6.11,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.18,1.27,9.09,18,"   98,    1,    1","  128,    1,    1"
