ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(3.82317e+06)","Runtime Improvement""""(541169)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
152,18.47,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.06,2.41,18.28,37.01,96,"   64,    1,    1","  128,    1,    1"
153,6.64,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.50,0.37,9.03,28.90,20," 1024,    1,    1","   64,    1,    1"
154,5.34,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.93,0.26,2.54,43.82,22,"  392,    1,    1","  128,    1,    1"
155,8.68,vectorized_elementwise_kernel,..launch_clamp_scalar..,4,0.35,3.96,31.97,18,"  392,    1,    1","  128,    1,    1"
156,22.66,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.92,13.55,22.02,148,"    8,    1,    5","  128,    1,    1"
157,5.87,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.28,9.68,28.30,44,"    7,   16,    1","   32,   16,    1"
158,6.88,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.31,3.04,8.67,20,"  256,    1,    1","   64,    1,    1"
159,6.58,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.19,1.28,8.06,18,"   98,    1,    1","  128,    1,    1"
160,14.32,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.53,3.60,7.65,33,"    7,    8,    1","  256,    1,    1"
161,6.44,nchwToNhwcKernel,..nchw2nhwc_params_t..,9.89,0.64,45.50,44.77,33,"    1,    8,  256","  256,    1,    1"
162,18.16,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.61,4.47,21.47,45.48,122,"    8,    4,    2","  128,    1,    1"
163,7.21,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.34,3.03,7.49,20,"  256,    1,    1","   64,    1,    1"
164,9.15,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.27,1.25,8.68,18,"   98,    1,    1","  128,    1,    1"
165,18.30,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.31,2.44,17.89,36.26,96,"   64,    1,    1","  128,    1,    1"
166,5.72,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.47,0.31,10.38,29.40,20," 1024,    1,    1","   64,    1,    1"
167,5.28,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.99,0.26,2.50,43.76,22,"  392,    1,    1","  128,    1,    1"
168,7.44,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.06,0.30,4.08,31.05,18,"  392,    1,    1","  128,    1,    1"
169,22.22,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.41,3.87,13.28,21.86,148,"    8,    1,    5","  128,    1,    1"
170,8.60,splitKreduce_kernel,..splitKreduce_kernel..,4.96,0.43,9.00,26.94,44,"    7,   16,    1","   32,   16,    1"
171,8.20,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.37,3.05,7.71,20,"  256,    1,    1","   64,    1,    1"
172,9.01,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.26,1.30,9.01,18,"   98,    1,    1","  128,    1,    1"
173,14.59,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.54,3.55,7.67,33,"    7,    8,    1","  256,    1,    1"
174,6.89,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.18,0.70,48.32,47.32,33,"    1,    8,  256","  256,    1,    1"
175,18.27,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.48,4.47,21.35,45.67,122,"    8,    4,    2","  128,    1,    1"
176,6.55,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.51,0.30,2.97,6.49,20,"  256,    1,    1","   64,    1,    1"
177,5.72,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.07,0.18,1.24,8.09,18,"   98,    1,    1","  128,    1,    1"
178,18.03,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,12.93,2.33,17.90,37.34,96,"   64,    1,    1","  128,    1,    1"
179,6.76,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.38,0.36,9.51,25.50,20," 1024,    1,    1","   64,    1,    1"
180,5.32,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.93,0.26,2.24,44.48,22,"  392,    1,    1","  128,    1,    1"
181,8.47,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.22,0.36,4.07,31.80,18,"  392,    1,    1","  128,    1,    1"
182,22.53,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.89,13.53,22.04,148,"    8,    1,    5","  128,    1,    1"
183,5.31,splitKreduce_kernel,..splitKreduce_kernel..,4.70,0.25,8.99,27.79,44,"    7,   16,    1","   32,   16,    1"
184,9.37,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.43,3.08,7.24,20,"  256,    1,    1","   64,    1,    1"
185,6.60,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.19,1.33,8.81,18,"   98,    1,    1","  128,    1,    1"
186,14.26,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.52,3.59,7.65,33,"    7,    8,    1","  256,    1,    1"
187,5.94,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.08,0.60,45.56,48.24,33,"    1,    8,  256","  256,    1,    1"
188,18.45,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.45,4.51,21.46,45.75,122,"    8,    4,    2","  128,    1,    1"
189,6.60,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.30,3.06,8.44,20,"  256,    1,    1","   64,    1,    1"
190,8.76,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.26,1.31,9.24,18,"   98,    1,    1","  128,    1,    1"
191,18.29,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.12,2.40,17.89,36.87,96,"   64,    1,    1","  128,    1,    1"
192,9.06,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.54,0.50,10.31,28.14,20," 1024,    1,    1","   64,    1,    1"
193,6.96,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.90,0.34,2.52,41.57,22,"  392,    1,    1","  128,    1,    1"
194,9.20,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.97,0.37,4.01,31.93,18,"  392,    1,    1","  128,    1,    1"
195,22.76,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.25,3.93,13.48,22.08,148,"    8,    1,    5","  128,    1,    1"
196,6.23,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.30,9.20,28.51,44,"    7,   16,    1","   32,   16,    1"
197,6.70,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.31,3.05,7.39,20,"  256,    1,    1","   64,    1,    1"
198,9.66,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.88,0.28,1.30,9.01,18,"   98,    1,    1","  128,    1,    1"
199,14.50,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.53,3.58,7.68,33,"    7,    8,    1","  256,    1,    1"
200,7.11,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.02,0.71,48.50,44.77,33,"    1,    8,  256","  256,    1,    1"
201,18.41,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.61,4.53,21.23,45.46,122,"    8,    4,    2","  128,    1,    1"
202,6.94,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.51,0.31,2.97,7.05,20,"  256,    1,    1","   64,    1,    1"
203,6.34,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.18,1.31,9.08,18,"   98,    1,    1","  128,    1,    1"
204,17.84,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.09,2.33,18.11,36.98,96,"   64,    1,    1","  128,    1,    1"
205,6.22,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.60,0.35,10.31,28.20,20," 1024,    1,    1","   64,    1,    1"
206,6.52,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.83,0.31,2.46,43.59,22,"  392,    1,    1","  128,    1,    1"
207,7.02,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.03,0.28,3.72,28.32,18,"  392,    1,    1","  128,    1,    1"
208,22.58,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.15,3.87,13.60,22.18,148,"    8,    1,    5","  128,    1,    1"
209,6.79,splitKreduce_kernel,..splitKreduce_kernel..,4.86,0.33,9.53,27.15,44,"    7,   16,    1","   32,   16,    1"
210,6.38,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.29,3.04,8.47,20,"  256,    1,    1","   64,    1,    1"
211,6.90,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.20,1.31,8.09,18,"   98,    1,    1","  128,    1,    1"
212,13.56,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.65,0.49,3.45,7.78,33,"    7,    8,    1","  256,    1,    1"
213,6.83,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.02,0.68,47.90,44.88,33,"    1,    8,  256","  256,    1,    1"
214,18.24,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.51,4.47,21.43,45.67,122,"    8,    4,    2","  128,    1,    1"
215,7.57,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.35,3.08,8.41,20,"  256,    1,    1","   64,    1,    1"
216,8.39,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.24,1.26,8.25,18,"   98,    1,    1","  128,    1,    1"
217,17.90,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.18,2.36,17.91,36.67,96,"   64,    1,    1","  128,    1,    1"
218,5.00,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,8.58,0.43,8.95,19.25,20," 1024,    1,    1","   64,    1,    1"
219,6.58,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.93,0.32,2.27,45.01,22,"  392,    1,    1","  128,    1,    1"
220,7.46,vectorized_elementwise_kernel,..launch_clamp_scalar..,4,0.30,3.94,31.84,18,"  392,    1,    1","  128,    1,    1"
221,22.59,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.18,3.88,13.51,22.11,148,"    8,    1,    5","  128,    1,    1"
222,8.81,splitKreduce_kernel,..splitKreduce_kernel..,4.67,0.41,9.67,29.71,44,"    7,   16,    1","   32,   16,    1"
223,9.34,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.51,0.42,3.05,6.75,20,"  256,    1,    1","   64,    1,    1"
224,8.12,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.24,1.30,8.87,18,"   98,    1,    1","  128,    1,    1"
225,14.28,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.53,3.48,8.17,33,"    7,    8,    1","  256,    1,    1"
226,7.23,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.02,0.72,47.56,44.80,33,"    1,    8,  256","  256,    1,    1"
227,18.23,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.58,4.48,21.42,45.57,122,"    8,    4,    2","  128,    1,    1"
228,6.48,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.30,3.01,8.26,20,"  256,    1,    1","   64,    1,    1"
229,6.32,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.18,1.31,9.08,18,"   98,    1,    1","  128,    1,    1"
230,18.09,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,12.96,2.34,18.08,37.25,96,"   64,    1,    1","  128,    1,    1"
231,6.87,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.44,0.37,9.39,29.87,20," 1024,    1,    1","   64,    1,    1"
232,5.52,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.06,0.28,2.49,43.26,22,"  392,    1,    1","  128,    1,    1"
233,7.72,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.97,0.31,4.03,32.04,18,"  392,    1,    1","  128,    1,    1"
234,22.59,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.22,3.89,13.50,22.07,148,"    8,    1,    5","  128,    1,    1"
235,6.75,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.32,9.50,28.96,44,"    7,   16,    1","   32,   16,    1"
236,6.92,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.32,3.03,8.59,20,"  256,    1,    1","   64,    1,    1"
237,6.32,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.18,1.28,8.56,18,"   98,    1,    1","  128,    1,    1"
238,13.91,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.51,3.50,7.74,33,"    7,    8,    1","  256,    1,    1"
239,6.34,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.08,0.64,48.81,47.66,33,"    1,    8,  256","  256,    1,    1"
240,18.19,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.74,4.50,21.34,45.26,122,"    8,    4,    2","  128,    1,    1"
241,8.07,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.37,3.03,8.31,20,"  256,    1,    1","   64,    1,    1"
242,8.72,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.26,1.25,8.06,18,"   98,    1,    1","  128,    1,    1"
243,18.25,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.06,2.38,18.03,36.92,96,"   64,    1,    1","  128,    1,    1"
244,6.62,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.57,0.37,10.38,28.55,20," 1024,    1,    1","   64,    1,    1"
245,8.17,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.61,0.38,2.51,46.88,22,"  392,    1,    1","  128,    1,    1"
246,12.11,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.94,0.48,4.03,29.30,18,"  392,    1,    1","  128,    1,    1"
247,22.65,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.12,3.88,13.57,22.20,148,"    8,    1,    5","  128,    1,    1"
248,7.22,splitKreduce_kernel,..splitKreduce_kernel..,4.90,0.35,9.47,28.66,44,"    7,   16,    1","   32,   16,    1"
249,6.85,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.48,0.31,3.03,6.96,20,"  256,    1,    1","   64,    1,    1"
250,8.57,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.25,1.30,9.56,18,"   98,    1,    1","  128,    1,    1"
251,14.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.52,3.48,7.73,33,"    7,    8,    1","  256,    1,    1"
252,7.14,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.14,0.72,47.37,47.32,33,"    1,    8,  256","  256,    1,    1"
253,18.05,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.51,4.42,21.28,45.63,122,"    8,    4,    2","  128,    1,    1"
254,6.62,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.48,0.30,3.06,7.33,20,"  256,    1,    1","   64,    1,    1"
255,5.85,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.18,1.32,7.80,18,"   98,    1,    1","  128,    1,    1"
256,17.82,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.09,2.33,17.73,36.92,96,"   64,    1,    1","  128,    1,    1"
257,5.64,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.63,0.32,9.11,28.58,20," 1024,    1,    1","   64,    1,    1"
258,5.53,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.06,0.28,2.34,43.34,22,"  392,    1,    1","  128,    1,    1"
259,6.51,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.13,0.27,4.03,31.20,18,"  392,    1,    1","  128,    1,    1"
260,22.51,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.22,3.88,13.47,22.12,148,"    8,    1,    5","  128,    1,    1"
261,7.69,splitKreduce_kernel,..splitKreduce_kernel..,4.64,0.36,9.26,27.02,44,"    7,   16,    1","   32,   16,    1"
262,8.02,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.37,3.05,7.36,20,"  256,    1,    1","   64,    1,    1"
263,6.06,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.18,1.34,8.21,18,"   98,    1,    1","  128,    1,    1"
264,14.66,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.81,0.56,3.58,7.39,33,"    7,    8,    1","  256,    1,    1"
265,7.36,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.21,0.75,47.31,46.90,33,"    1,    8,  256","  256,    1,    1"
266,18.03,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.70,4.45,21.36,45.29,122,"    8,    4,    2","  128,    1,    1"
267,6.45,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.30,3.00,8.55,20,"  256,    1,    1","   64,    1,    1"
268,9.01,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.27,1.32,8.59,18,"   98,    1,    1","  128,    1,    1"
269,18.06,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.18,2.38,18.08,36.69,96,"   64,    1,    1","  128,    1,    1"
270,7.51,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.47,0.41,10.34,29.41,20," 1024,    1,    1","   64,    1,    1"
271,6.10,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.90,0.30,2.31,45.16,22,"  392,    1,    1","  128,    1,    1"
272,8.12,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.03,0.33,3.96,31.73,18,"  392,    1,    1","  128,    1,    1"
273,22.58,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.34,3.92,13.48,21.92,148,"    8,    1,    5","  128,    1,    1"
274,6.02,splitKreduce_kernel,..splitKreduce_kernel..,4.77,0.29,9.60,29.33,44,"    7,   16,    1","   32,   16,    1"
275,7.73,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.36,3.02,7.06,20,"  256,    1,    1","   64,    1,    1"
276,8.69,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.25,1.31,9.22,18,"   98,    1,    1","  128,    1,    1"
277,13.54,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.50,3.40,7.56,33,"    7,    8,    1","  256,    1,    1"
278,6.15,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.14,0.62,47.37,47.31,33,"    1,    8,  256","  256,    1,    1"
279,18.52,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.54,4.54,21.41,45.62,122,"    8,    4,    2","  128,    1,    1"
280,7.31,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.34,3.03,6.87,20,"  256,    1,    1","   64,    1,    1"
281,5.21,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.16,1.29,8.93,18,"   98,    1,    1","  128,    1,    1"
282,18.23,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,12.99,2.37,18.13,37.30,96,"   64,    1,    1","  128,    1,    1"
283,7.33,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.70,0.42,10.40,28.30,20," 1024,    1,    1","   64,    1,    1"
284,7.71,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.96,0.38,2.49,44.36,22,"  392,    1,    1","  128,    1,    1"
285,7.38,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.16,0.31,3.88,30.70,18,"  392,    1,    1","  128,    1,    1"
286,22.58,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.90,13.57,22.01,148,"    8,    1,    5","  128,    1,    1"
287,6.49,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.31,9.60,28.45,44,"    7,   16,    1","   32,   16,    1"
288,9.73,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.45,3.07,8.37,20,"  256,    1,    1","   64,    1,    1"
289,6.11,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.18,1.31,9.39,18,"   98,    1,    1","  128,    1,    1"
290,14.16,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.65,0.52,3.57,7.70,33,"    7,    8,    1","  256,    1,    1"
291,5.79,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.08,0.58,47.35,44.94,33,"    1,    8,  256","  256,    1,    1"
292,18.52,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.77,4.59,21.52,45.17,122,"    8,    4,    2","  128,    1,    1"
293,6.63,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.74,0.31,3.02,8.65,20,"  256,    1,    1","   64,    1,    1"
294,8.15,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.25,1.32,8.29,18,"   98,    1,    1","  128,    1,    1"
295,17.89,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.25,2.37,17.77,36.50,96,"   64,    1,    1","  128,    1,    1"
296,6.15,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.70,0.35,10.36,27.98,20," 1024,    1,    1","   64,    1,    1"
297,9.26,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.99,0.46,2.46,44.47,22,"  392,    1,    1","  128,    1,    1"
298,8.11,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.06,0.33,4.10,30.93,18,"  392,    1,    1","  128,    1,    1"
299,22.60,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.41,3.93,13.36,21.84,148,"    8,    1,    5","  128,    1,    1"
300,7.82,splitKreduce_kernel,..splitKreduce_kernel..,4.64,0.36,9.18,30.48,44,"    7,   16,    1","   32,   16,    1"
301,6.55,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.31,3.03,7.63,20,"  256,    1,    1","   64,    1,    1"
302,8.00,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.24,1.27,8.92,18,"   98,    1,    1","  128,    1,    1"
303,13.65,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.52,3.46,7.49,33,"    7,    8,    1","  256,    1,    1"
